Timestamp	Filename	Error	Message
2022-02-11 15:29:11.366 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import completed
2022-02-11 15:29:12.596 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import of script steps from clipboard started
2022-02-11 15:29:12.597 +0300	PARAM_HESAP_KODU_AC	0	script steps imported : 1
2022-02-11 15:29:12.598 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import completed
2022-02-11 15:29:51.992 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import of script steps from clipboard started
2022-02-11 15:29:51.994 +0300	PARAM_HESAP_KODU_AC	0	script steps imported : 1
2022-02-11 15:29:51.994 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import completed
2022-02-11 15:29:53.291 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import of script steps from clipboard started
2022-02-11 15:29:53.292 +0300	PARAM_HESAP_KODU_AC	0	script steps imported : 1
2022-02-11 15:29:53.293 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import completed
2022-02-11 15:29:54.444 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import of script steps from clipboard started
2022-02-11 15:29:54.446 +0300	PARAM_HESAP_KODU_AC	0	script steps imported : 1
2022-02-11 15:29:54.446 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import completed
2022-02-11 15:29:55.733 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import of script steps from clipboard started
2022-02-11 15:29:55.735 +0300	PARAM_HESAP_KODU_AC	0	script steps imported : 1
2022-02-11 15:29:55.735 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import completed
2022-02-11 15:53:43.930 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import of script steps from clipboard started
2022-02-11 15:53:43.931 +0300	Sıfırla	0	script steps imported : 1
2022-02-11 15:53:43.932 +0300	ETRMUSAVIR_v0.6.fmp12	0	Import completed
